X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
MGST3	0.170269007	0.045126936	-0.106278759	0.119733339	0.071877721	-0.112424726	-0.197977712	0.13657552	0.261625495	0.169663351	0.01312148	-0.298278455	0.296666918	-0.0471547	0.076973458	-0.074331279	0.088418078	0.152604865	-0.175033477	-0.094138902	0.172820808	-0.072171145	0.374490631	0.158596008	-0.213925415	-0.16070802	-0.10453893	-0.133991305	0.002371156	0.269358414	-0.093946021	0.032562301	-0.187408519	0.229260709	-0.016149585	-0.046053784	0.056681995	-0.205523466	0.16110837	0.067938153	0.108667785	-0.309931724	0.02144453	0.076985896	-0.290328252	-0.072011328	-0.158344839	0.121068136	0.121945685	0.128567462	-0.006804912	0.209801116	-0.268544651	-0.01413502	-0.120819063	-0.392218712	0.068822928	-0.405529396	0.348104698	0.317650844	-0.009373613	0.126457736	-0.120501658	-0.061463771	-0.115699632	-0.108053481	0.235044339	0.179600755	0.1125695	-0.038286807	0.104554535	0.169408038	0.007184798	0.35446472	0.154038629	-0.150244643	0.243310045	-0.323633476	-0.317018609	-0.152192714	0.062629191	-0.135445815	0.102316233	0.110376911	-0.126635106	-0.221179261	-0.019618882	-0.165840643	-0.022025649	-0.305179575	-0.179076613	0.063640356	-0.318788466	-0.045144846	-0.417284793	0.071894291	0.082088888	-0.0872721	0.028680353	-0.171865199
RGS7BP	0.064613352	-0.858097564	-0.534410487	-0.103197357	-0.655614213	-0.202640101	0.349023661	-0.399836838	1.567180013	-0.430015222	0.067572526	-0.386544559	-0.395175771	0.217402553	0.406105739	-0.051404986	0.31936617	-0.705067257	-0.036394777	0.127320332	-0.092945673	-0.179689845	0.02498253	0.233886744	-0.272005784	2.333480378	-0.060484824	-0.256034813	-0.874204537	0.749786899	0.058352825	0.180295767	-0.213384034	-0.208663902	0.180060891	0.479022744	-0.246906736	0.478433065	-0.397750575	-0.216353579	-0.329496778	-1.138081045	0.208797853	-1.166380577	-0.722746626	0.365783644	-0.197249337	-0.3620526	-0.526726974	-0.199534589	0.394250424	-0.396834959	-0.139012607	-0.068947076	-0.05895641	-0.18857881	0.666086246	0.384493245	-0.031669077	-0.234932726	0.17498177	0.760433317	-0.572930688	-0.889884015	-0.457378684	-0.122082957	-0.155727424	-0.161095328	0.378298192	-0.968208741	-0.045411312	1.507125795	1.006278716	0.153865225	0.018879701	0.644027836	-0.812375361	-0.321363025	-0.104170663	-0.050842879	0.100299981	0.016060002	0.166228316	-0.157831179	0.076489936	0.088105896	-0.511601232	-0.1681539	0.2495819	-0.037516636	-0.143617726	-0.334427817	0.105252976	0.089812095	1.163125225	0.064866182	0.120333979	-0.24794656	0.070955898	2.417091997
OLFML2B	-0.920352794	-0.444532158	0.429442	-0.478793397	-0.193578257	0.452074885	0.345227976	-0.32526367	-0.281757246	-0.325142443	1.049220796	0.084848518	-0.405767916	0.483110443	-0.013327829	0.052393593	0.242922288	-0.230688461	-1.100455651	-0.230033528	-0.014881301	0.054472327	0.697187705	0.042806089	-0.209329894	-0.360171282	0.073104673	-0.203488311	0.748652509	-0.812750508	0.226770645	0.06703244	0.311781168	-0.333434767	-0.227119387	0.173533323	-0.679127296	-0.146949027	-0.23917073	-0.084253634	0.102266708	0.911340936	0.30596564	-0.490666949	-0.708851718	0.053693714	-0.479643978	-0.210531964	0.372786881	-0.02582185	0.062896101	-0.725416633	0.229333765	-0.310330878	0.297473367	0.73703192	-0.158890564	-0.152095049	-0.535329717	-0.088054225	-0.228240236	0.466737558	-0.300314915	-0.457453207	-0.182101806	-0.047447742	-0.404512054	0.086102256	-0.250579855	0.450262737	0.074963675	0.143875683	0.131608201	-0.34002073	-0.211153866	-0.076465748	1.015497669	0.717903386	0.31114188	-0.476918805	0.421352516	-0.77915761	-0.863466673	0.03868094	-1.040357822	-0.127380008	-0.241390012	-0.339042513	1.280056275	0.347945628	0.228491483	0.555139607	-0.280655859	-0.161405811	0.481061512	-0.27630713	-0.125872833	-0.199140982	-0.168615756	-1.241062098
SLC30A4	0.212249202	-0.486226734	0.602502307	-0.073289095	-0.238359925	0.300601795	0.232842551	-0.021956158	0.10767312	-0.462739899	0.40794261	-0.011924981	0.018647017	0.421022109	0.532816848	0.423401158	0.7688324	-0.036649502	0.37830014	0.141786078	-0.080498411	0.12993599	0.698081162	-0.028584131	-0.333135393	0.054270185	-0.06903361	-0.491386435	0.208415921	0.259521085	-0.355123522	0.018974013	-0.102307172	-0.624367671	-0.465594029	-0.009165824	-0.63707482	-0.206600402	-0.421472442	-0.330776895	-0.228560513	-0.121957015	0.205471816	-0.4608274	-0.327839198	-0.280198972	-0.462414955	-0.021809891	-0.193197509	-0.028535344	0.212967706	-0.412801427	-0.06457712	-0.09846642	-0.036789357	0.022426552	0.014999139	-0.028534198	0.068183185	-0.238590804	0.207200798	-0.082643934	-0.092032621	-0.158896354	-0.042137189	-0.048636993	-0.084841956	-0.069667738	-0.185146457	0.057699685	0.110984704	0.100880488	0.183764909	0.201163863	0.375243549	0.032086864	0.334129663	0.218893714	0.141114436	-0.650924917	0.086441002	-0.21176965	-0.160685273	-0.078963104	-0.36272072	0.055903201	-0.024803186	-0.478973191	0.706848032	-0.107978987	-0.24621429	-0.443140364	-0.113527507	-0.46488976	-0.034477711	-0.400311934	-0.422958459	-0.384665639	0.019528156	0.027617111
INMT	-0.291197968	-0.712699665	-0.112714715	-0.218862141	-0.317901484	-0.094117003	0.443941752	-0.02521802	0.425257037	-0.50044468	0.224561682	-0.197621723	-0.624029447	0.231353864	1.709419248	-0.166971401	1.1951227	-0.356118053	-0.161724172	0.270523484	-0.124305139	-0.033535384	0.410590223	-0.047512554	-0.247728058	0.443763719	-0.174766332	-0.186849766	0.012522386	1.1604325	0.204690261	-0.406287025	-0.088530556	-0.203378518	-0.463773922	-0.136140869	-0.323619456	0.115404952	-0.23795214	-0.355337164	-0.067465316	-0.777129655	0.965490677	-0.353894912	-0.199777515	-0.131109892	-0.202854592	-0.434383277	-0.637535628	-0.251138511	1.025451492	-0.220374995	-0.293208678	-0.21504126	-0.187812987	-0.343052805	0.220616064	0.041953326	-0.178445203	-0.728744162	0.687150227	0.058442706	-0.447691346	-0.405540728	-0.524125997	-0.420698811	0.105058938	0.210029169	-0.064635775	-0.255860425	0.096471659	0.552728443	0.60923773	0.07756401	-0.124243887	0.201148017	0.849252308	0.214563474	0.018077201	0.032760983	-0.042493046	-0.456085472	-0.140749895	-0.332037972	0.113661895	-0.216566592	-0.244938213	-0.418309002	0.545904386	0.034775837	-0.187661246	-0.079754004	-0.010818538	-0.383662671	0.165449126	-0.218179663	-0.148891019	-0.267880102	-0.29590595	1.686709481
KRT8	0.122505695	-0.778685618	-0.580124641	-0.145261889	-0.30632585	-0.574197748	0.902746714	-0.250009261	1.045352708	-0.537511189	-0.398513754	-0.351270535	-0.428653301	-0.50213969	-0.504093552	-1.178516113	-1.005251496	-1.20626429	0.245427949	-0.233592509	-0.253624775	-0.692923173	-0.226150625	-0.034576243	1.134289408	0.665920231	0.076079677	-0.121877943	-0.509127268	0.615769644	-0.735134162	0.495788696	0.607556239	0.192595429	1.53616443	0.120087262	0.151205594	-0.101521273	0.033868345	-0.227978384	-0.243476107	0.247794814	-0.229636819	-0.058552391	0.914785923	0.841820174	1.228691087	-0.147257672	0.923348939	-0.036398034	-0.368186764	-0.131033381	0.01970842	0.082863604	0.025974982	0.226756868	-0.124435103	-0.147706025	0.007352719	0.470628885	-0.72533268	0.155600787	-0.20653649	1.026708944	-0.435320443	-0.090578341	-0.470902077	-0.798795678	0.10176214	-0.334798591	-0.565528991	-0.16626893	-0.79373396	-0.461301886	0.157510066	-0.462453517	-0.67957813	-0.051188107	-0.608171922	-0.351994778	-0.440016223	0.827716311	0.783607128	-0.219642634	0.340652829	-0.167469028	-0.063935669	0.344789296	-0.385040715	0.18192942	-0.222213715	-0.259990224	0.094511869	0.24066403	0.376644575	0.641001776	0.591812188	0.203246719	0.143343218	1.17011179
NQO1	-0.756433486	1.079070513	0.298508519	-0.400830965	0.210292979	0.169049235	-0.651607951	0.620611195	-0.803969001	0.346948256	0.195157578	-0.88915799	0.277507027	0.111819537	0.016506867	0.922892403	0.503074262	0.477355547	-1.788796692	0.112197388	-0.873115139	1.222622615	-0.346449723	-0.269275548	-0.070792743	0.012453268	0.272390999	0.270665972	-0.388349827	-0.424518512	0.896125593	-0.325786331	0.120872613	0.733365423	-0.348536852	-0.73083505	-0.045911365	0.240505616	0.463501264	0.336283171	0.713468131	0.093617121	0.348640852	0.121397407	-0.428924401	-0.431065701	0.035738468	0.332632175	-0.198547464	-0.57678803	-0.370455417	0.107085094	-0.122585005	0.145054943	0.114157535	0.35683449	-0.421777481	0.679869099	-0.94965736	-0.916163221	-0.042702141	0.053716928	0.533208121	-0.091401163	0.788498331	0.134211361	-1.11761309	0.9910534	0.245153434	0.691565027	-0.134819495	0.424643643	0.389222652	-0.587052634	-0.407986694	-0.077163213	0.019098052	0.154228027	1.214601818	0.778386629	-0.12890579	0.200698575	-0.371098196	-0.054982394	-1.72142182	-1.039382855	-0.075266202	0.085038389	0.60651071	0.595501607	1.212667108	0.755601442	0.634103011	0.352346815	0.070614058	0.364393995	0.280224741	-0.028209782	0.110739057	-0.48330374
ZFPM2	0.528928803	-0.916649771	0.254617533	0.411794102	-0.891649797	-0.600975125	-0.393709908	-0.113061382	-0.558691396	-1.175009198	-1.041544844	0.132421544	-0.341878887	-0.507542939	-0.105728509	-0.042933448	-0.255300752	0.271843601	-0.84805017	-0.530283305	-0.256242928	0.98657537	0.326782698	-0.140262476	1.112571691	0.599291176	0.316377924	-1.264037899	-0.200162773	0.381408802	-0.371963531	0.032044722	-0.439379887	0.352290907	0.566914422	0.38195588	0.411876679	0.003623399	-1.063531126	0.506328766	-0.686491356	0.621580163	0.95798783	-0.351670781	0.446352815	-0.213778576	0.368360312	0.699321074	0.308042871	0.081990187	0.429825522	-0.236039297	0.702917283	0.108063567	0.681462501	-0.230766958	-0.172979197	0.048735443	0.612546614	0.536420734	1.126104176	-0.17748992	1.0582393	-0.196899917	0.507652267	0.621218395	-0.395056301	0.787453557	-0.519469078	0.154550251	0.48312931	0.230796184	-0.557668805	-0.813391987	-0.097764622	0.600307959	0.079641621	-0.606738265	0.571003093	-0.031897643	0.466787415	0.805233387	-0.179285224	0.042418377	0.464457647	-0.670520715	0.178492617	-0.389548009	-0.092296518	0.206669547	-0.276892139	-0.212338891	0.902915112	0.258473477	0.328617386	0.121099887	0.440201322	0.504453776	-0.436943105	0.614166702
GPR133	-0.018363494	0.184512127	0.513316513	-0.319300956	-0.162292716	0.309696971	0.119300356	0.149650245	0.044042945	-0.768014826	0.937275462	0.144599277	-0.357569172	1.011238331	1.274832989	0.417171693	1.463806535	1.538600116	0.000335621	0.745153155	0.110330178	0.352406681	0.445776412	0.125911323	-0.213913365	0.096872763	-0.444354941	-0.140367662	-0.009254845	0.739777591	0.420534232	-0.271447035	-0.241926052	-0.163719193	-0.703286956	-0.102712719	-0.110711053	-0.241847373	-0.233044899	-0.260634084	0.128129284	-0.266983451	0.472271973	-0.354702571	-0.146602487	-0.365932149	-0.16826927	-0.350443362	-0.405625383	-0.040280935	0.415854546	-0.38225221	-0.507052514	-0.098304046	-0.319358232	-0.137155919	0.229393557	0.220463947	-0.041767459	-0.14572071	2.014321076	3.96E-05	-0.674412397	-0.271162097	-0.083559138	-0.248385229	0.004156623	-0.145975458	-0.183718561	0.587593123	1.183395809	0.679121097	1.371865825	-0.267474884	-0.04899526	0.424517765	-0.256634437	-0.379185587	0.15712418	-0.114814295	0.307427808	-0.256674826	0.032991034	-0.188188101	-0.051909168	-0.209925518	-0.220194817	-0.662526053	0.197463046	-0.128205519	0.087129844	-0.049913012	0.19189915	-0.1207013	-0.266843765	-0.451491133	-0.218883236	-0.494899733	-0.200075571	0.075367705
AKT3	-0.036498468	-0.619888318	0.460920019	-0.145729237	-0.397262421	0.002238864	0.246656203	-0.070822468	0.064005924	-0.503725261	0.3263603	-0.098246866	-0.159648177	0.437527583	0.175382396	0.020929744	0.505376649	-0.315987325	-0.258666679	0.333058261	0.003041202	0.020037864	0.462784371	0.154773352	-0.088183192	-0.085730912	0.038367212	-0.696399023	0.175224094	0.415240551	-0.632122779	0.212920015	0.033227374	-0.242203719	0.167838163	0.176505622	-0.33494614	-0.438173115	-0.177078323	-0.229275391	-0.310176838	0.215280205	0.354901494	-0.481434525	-0.319469081	0.235784388	-0.328152613	-0.179180272	0.007294705	-0.013331347	0.338609605	-0.405425569	0.231222845	-0.102819203	-0.170915952	0.078477016	-0.301017547	-0.142321506	0.264585761	-0.091488757	0.184075114	-0.113452191	-0.03965464	0.12948023	-0.16644005	0.160909134	-0.108416936	-0.371861397	-0.418639899	0.045396545	0.252716173	0.104303525	0.110044262	-0.344345215	0.40336814	-0.055114717	0.296877663	0.351404456	-0.15251918	-0.667195736	0.296502584	0.071136711	-0.205950562	-0.052936551	-0.102642515	0.06201694	-0.083183949	-0.115287277	0.684806032	-0.038704136	-0.267294967	-0.205200579	-0.433379349	-0.263568401	0.35020695	-0.089616735	0.12488244	-0.243145675	-0.062848001	-0.17536869
ENTPD1	-0.376317663	-0.487949522	-0.209547983	0.102777742	0.063615747	-0.079803506	0.439147787	-0.409062883	-0.047140682	-0.353862397	0.184998447	0.65002719	0.008639292	0.100455287	0.26298013	-0.307115923	0.385117349	-0.603994895	-0.335102457	0.197816668	0.033134124	-0.67085856	0.5443626	0.333993867	-0.369476949	-0.077024519	-0.245082993	-0.52284757	0.533888353	-0.434256354	-0.438680809	-0.181148453	-0.505170661	-0.078677514	-0.416893367	0.423459532	-0.321911959	-0.186630666	-0.019433978	-0.228213243	0.10037082	-0.294265622	0.04987959	-0.226299538	-0.60160147	-0.593060121	-0.374901232	-0.234714361	0.227375336	0.037766848	-0.144270883	-0.464843394	0.164729679	-0.457205555	-0.096681391	-0.070336341	-0.239649582	-0.195288801	-0.084614268	-0.523923262	-0.203691943	-0.02979229	0.305317086	-0.081686091	-0.179349618	-0.134501437	-0.053230116	-0.234415896	0.844155411	-0.201406496	-0.287561204	0.428688724	-0.176589083	0.657759693	0.24115507	0.051563321	0.516574119	-0.008652365	0.299348796	-0.406827908	0.395127921	-0.651094961	-0.189089712	-0.433274179	-0.304275411	0.073930283	0.245042838	0.214817384	0.00878114	-0.220104297	-0.355076652	-0.156556882	-0.066514193	-0.080975161	0.479336658	-0.465677059	0.135868551	-0.187595931	-0.016374796	-0.562171804
INA	0.287771218	-0.138194771	-0.246033319	-0.047950892	0.3975425	-0.1591355	0.267856225	-0.451149376	0.55282185	-0.07214399	-0.451896844	0.56717097	0.464347783	-0.109227578	0.129087499	-0.191270711	-0.308950398	0.263437595	1.42337753	-0.136525631	0.212546565	-0.300661465	-0.238257102	0.215686314	-0.362342317	-0.231362767	-0.074086551	0.13236688	-0.006720844	-0.218224449	-0.38898156	-0.19935714	-0.164171345	-0.265458468	0.067106897	0.220556963	-0.193969525	0.060625431	0.007943441	-0.015206989	-0.095402064	-0.656961274	-0.160928769	-0.317628721	0.267916168	-0.082263502	-0.007710507	-0.04065484	0.537561707	-0.09288528	0.185089182	-0.777442751	-0.183603108	-0.24697157	-0.109110479	-0.184989102	-0.283113542	-0.214206088	0.508848972	0.618952002	-0.303181407	0.2632339	-0.384746735	-0.152651493	-0.600513067	0.103767599	0.53564459	-0.000497392	-0.355903386	-0.557218025	0.066304009	0.493722226	-0.404075144	0.66411167	0.861326548	0.035682231	0.018141363	-0.632801238	-0.634951616	-0.289645053	0.037203719	-0.41359653	0.971659889	-0.360699543	0.156178349	-0.075634856	0.705505829	0.288570408	-0.842772743	-0.589833276	-0.190057885	-0.741083127	0.081609173	-0.073303068	0.097161204	-0.310932988	0.293483958	0.374634289	0.030416731	-0.672544425
SLC22A15	0.136262312	-0.363151657	1.045967766	0.088787588	-0.048603483	0.657924932	0.081458573	-0.041797653	0.621912317	-0.754952136	0.923911013	0.185153592	-0.13210055	0.68933674	0.354451595	0.181491628	0.853651034	-0.109089862	0.730818569	0.333699517	0.159190045	-0.162329835	0.766517955	0.174632518	-0.28448436	0.327490615	-2.30E-05	-0.450362847	0.217016335	0.24918465	-0.07077939	0.324463939	-0.083043129	-0.777836536	-0.453391191	0.179524526	-0.395470457	-0.123735997	-0.620040493	-0.121116111	-0.577570029	0.060484538	0.277077968	-0.723667399	-0.404101958	-0.274522546	-0.300208662	-0.428835003	-0.149539015	-0.009543482	1.025001206	-0.213655546	0.201807869	0.177694402	-0.240858375	-0.352767413	0.51487025	-0.103583203	0.742660844	-0.102864916	0.316251178	-0.393445497	-0.858537511	-0.336731262	-0.14083926	-0.238540607	0.141762676	-0.582879191	0.016424641	0.09515278	0.225216119	0.171014482	0.251740594	0.277040242	0.105434361	0.3071591	0.047645268	0.08075213	-0.215576313	-0.565331864	0.45839894	-0.144364926	-0.329947711	-0.100581267	0.28855473	0.410832418	-0.349308769	-0.426322906	0.548330906	0.032570812	0.225187374	-0.710152303	-0.212244155	-0.674257026	-0.409135686	-0.229517948	-0.288297409	-0.450457042	-0.141392362	0.322607926
FLJ23867	0.317662852	0.449353349	-0.165235161	0.173559673	0.316713154	0.006638996	-0.630628918	-0.268487706	-0.36412561	-0.107107498	-0.069796926	0.371396752	0.197313148	-0.294504193	-0.320249438	-0.688841104	-0.684288037	0.437761157	0.034995555	0.008851396	0.091765875	0.049573589	-0.058763496	-0.081025485	-0.300762612	0.028834924	0.180007942	-0.019900038	-0.090524789	0.062529521	-0.083279136	0.241992966	0.085461787	-0.324936159	0.071323352	-0.157189416	0.183437105	0.173803447	0.200549311	0.101415127	0.133991707	-0.253629966	0.238926494	0.058779743	-0.215062818	0.114128087	-0.014925266	0.223317615	0.15050498	0.036078635	0.068506373	-0.165143854	-0.178986728	0.232417156	-0.02904509	0.025784897	-0.548758835	0.189277283	-0.044489268	0.092884375	-0.101183763	-0.173749823	-0.117364981	0.010826019	-0.089430581	0.126463205	0.338309593	0.104334117	0.029609172	-0.213722155	-0.032294794	0.173061585	-0.255595065	0.197514697	0.307844254	0.142762116	0.189886995	0.331704979	0.126164694	-0.309627424	-0.16177633	0.014015594	0.501562044	0.420704636	-0.061865619	0.387361699	-0.066732386	-0.077632631	-0.382816108	-0.331991433	0.030855825	-0.240727546	-0.1587588	0.23008774	0.015000759	-0.135835043	0.375691613	0.066813407	-0.112522684	-0.236742079
GOLM1	-0.356659014	0.544693005	-0.121236539	-0.360684247	0.280772816	-0.186346189	-0.538703453	-0.078603544	-0.017806099	0.469504137	-0.382356159	-0.25489836	0.334025692	-0.16575498	-0.341718123	-0.244905237	-0.166046697	0.35697459	-0.21789987	-0.575910602	-0.114242778	0.293236259	-0.489139039	-0.38813613	0.291735168	0.159215584	0.136329492	0.283691651	-0.315677423	0.09159401	0.020827314	0.149553014	0.187637377	0.114359935	0.263718646	-0.068047674	0.380173626	0.017854267	0.330344854	0.317029578	0.216487987	0.334713351	-0.004034991	0.211987931	0.003210335	0.172486915	0.410438616	0.257732955	0.264305678	0.272981264	-0.184774393	0.209098713	0.106950711	0.118497487	-0.026224287	0.105678979	-0.169184209	-0.194207855	-0.206051063	0.32859058	0.386352453	0.092612772	-0.08337005	0.240684779	0.499374673	0.295847177	-0.337230012	0.178095411	0.087757636	0.197176661	-0.064140041	-0.110155278	-0.298748731	-0.330612382	-0.393343933	-0.364517086	-0.030792991	-0.12834169	0.251808875	0.339008746	-0.397961061	0.091152549	0.106450145	0.121046483	-0.018082038	-0.197429557	-0.148068036	-0.114073056	-0.31629312	0.170725555	0.354948037	0.310167447	0.102876572	0.223189826	0.036476881	0.232035233	0.039345639	0.118498639	0.047841047	-0.079034723
NFKBIZ	0.065949695	-0.149247537	0.324500251	-0.359912097	-0.24692589	0.239909197	-0.24763189	-0.362780766	-0.898132453	-0.643627831	0.626356231	-0.634545682	-0.724760092	0.532061671	-0.6936936	1.111208195	0.988113331	-0.632739067	-0.045030566	0.108555686	0.186902223	-0.202390684	0.260053008	0.05616989	0.400193545	-0.19782435	-0.41858866	-0.246712708	0.723837199	0.371999749	-0.216114204	0.494510863	-0.570712823	-0.391585275	-0.22370309	0.619867707	-0.363241095	-0.159177953	-0.055665707	-0.290264578	0.469742049	-0.070320911	0.505311355	0.359940699	-0.853303582	-0.086371109	-0.280912429	-0.110307487	-0.539362111	-0.035808547	0.102156182	-0.220172429	0.707949261	0.071458701	0.009911657	0.265005113	0.149162997	0.128933917	-0.424001797	-0.368321443	-0.290498209	-0.111541757	0.660354532	0.186693143	0.370357739	0.204559534	0.024977351	-0.168510608	-0.432508257	-0.131739535	0.220784803	-0.116798104	-0.684170424	0.120627192	0.012182148	0.41723203	0.192662688	0.211492214	-0.081305559	-0.531683677	0.329599648	-0.408397197	-0.162070285	-0.043986057	-0.043310579	0.391215141	-0.289365975	-0.927812919	0.576442702	-0.184095735	-0.347482963	-0.52753964	0.294330832	-1.136043058	0.296905289	0.075945397	-0.441429099	0.080291848	-0.333708828	0.077654255
XRCC2	-0.119592917	0.873332638	-0.407250009	-0.050841181	0.227250239	-0.102771181	-0.58816375	0.260202513	-0.476685583	0.758526147	-0.341091343	-0.276018704	0.796464736	-0.146876015	-0.607873243	-0.509529556	-0.431906044	0.206618744	-0.873584272	-0.140709507	0.05918224	0.588581021	-0.606997571	-0.435426068	0.304246988	-0.442868558	-0.195514869	0.46128746	-0.411255003	-0.411310611	-0.042622238	-0.100129731	-0.122047772	0.590606773	0.083166829	-0.334302178	0.385429586	-0.006015487	0.546649597	0.762162502	0.138520855	-0.051649515	-0.306097624	0.560026709	-0.038692013	0.037048044	0.222892291	0.324663832	0.159812852	-0.192936087	-0.455602944	0.383126675	0.139360751	0.117697281	-0.061778628	-0.019291684	-0.441598132	0.028497809	-0.307861173	-0.360744535	-0.248659906	0.036314231	0.660560134	0.176156738	0.588341495	0.024945538	-0.427801002	-0.114909221	0.188325474	-0.00038871	0.096104872	-0.047596253	-0.278373025	-0.017841738	-0.181356179	-0.215072232	-0.002129413	-0.140590498	0.15983607	0.526153621	-0.257962365	0.182774997	0.144066029	0.166751665	-0.57765076	-0.036112138	0.087413103	0.051157863	-0.430425149	0.136276443	0.396005761	0.877436357	-0.144740123	0.157443732	0.097570628	0.533099042	0.169991863	0.201845226	0.143558606	-0.439988625
RASGRP1	0.026669412	-0.41134974	-0.337084666	-0.072432874	-0.208743147	-0.305050797	0.604622154	-0.265295591	0.18534479	-0.456854479	-0.174114586	-0.031732294	-0.213635439	-0.169268737	-0.215282312	-0.529315005	-0.305082375	-0.508309281	0.524703643	-0.287902671	0.078011469	-0.504697874	-0.073931924	0.081576548	0.203058296	0.462173017	-0.111408427	-0.202345869	0.220653304	-0.389152487	-0.295448089	0.373951312	0.296192347	0.084428963	0.535525757	0.652633992	-0.359148739	0.025615236	0.059604203	-0.283458453	-0.227067898	-0.430745574	0.147576553	-0.337282132	-0.06447146	0.421785602	0.106110688	-0.057197259	0.637746394	0.514967669	0.313317604	-0.016583049	-0.186948782	-0.127592939	0.455071761	0.123369862	-0.502293669	-0.353807941	0.265730642	0.092057676	-0.158839628	0.949686727	-0.114190938	-0.109722312	-0.248248134	0.418003946	0.133142343	-0.280582092	0.090294214	-0.366180164	0.211808894	0.131576764	-0.20711962	-0.362179619	0.214593505	-0.095510449	0.343416916	0.568313979	-0.296231971	-0.26433278	-0.371144359	-0.134834644	0.760599431	-0.014445924	0.597174734	0.117947749	0.491926429	0.843400585	-0.274917895	-0.094826726	-0.19828538	-0.382173615	0.059120174	-0.088137923	0.966648623	-0.137921077	0.869198096	-0.101106772	0.261735511	-0.903871495
VRK1	-0.033505217	0.686824215	-0.124815918	-0.233732503	0.214410166	-0.213648366	-0.562589355	-0.151855286	-0.395871909	0.814374257	-0.275489101	-0.373134883	0.750184033	-0.169672464	-0.556803037	-0.271718675	-0.224342406	-0.037337256	-0.452504605	-0.281753449	-0.108784161	0.338181429	-0.385611955	-0.280256293	0.320013077	-0.168296343	0.22104574	0.215083955	-0.181346747	-0.377602438	-0.372415213	0.066149955	-0.230654558	0.592480801	0.200496106	-0.122796489	0.347277261	-0.161708998	0.505145996	0.619664677	0.051008702	-0.084539908	-0.206121562	0.462714591	-0.329058152	0.310723121	0.176377284	0.545190102	0.420943193	0.013066856	-0.315216054	0.561511837	-0.062539163	0.251595451	-0.280585326	-0.130132317	-0.767390637	-0.127679053	-0.260828004	-0.23882484	-0.015609945	0.112537291	0.465243715	0.241045202	0.305276431	0.043878685	-0.525758127	-0.064117256	0.136247632	0.026318619	-0.173004406	-0.283144963	-0.244695711	-0.147765994	0.000795377	-0.381056903	0.09084606	-0.080342567	-0.054709091	0.291194506	-0.33886493	0.052176688	0.145859291	0.040076836	-0.586663025	-0.014519323	0.001986069	0.084508353	-0.279795775	0.152697052	0.278417805	0.828073971	-0.156804209	0.091492781	0.402222318	0.315382963	0.301079746	0.081287601	0.176056602	-0.416141549
CIT	-0.529048232	1.352527451	-0.603137883	-0.10850542	0.319360005	-0.331328976	-0.740096706	0.27379382	-0.944065354	1.310380344	-0.579142393	-0.348705249	1.010475351	-0.545464727	-0.77367799	-0.468432551	-0.785616309	0.639904294	-0.961439616	-0.238462991	-0.17389748	1.040791935	-0.742815425	-0.576357055	0.462023688	-0.547156682	0.027516955	0.707342107	-0.741241969	-0.518961336	0.186126196	-0.300517602	0.009719102	0.979552502	0.216166362	-0.482746123	0.571064801	-0.101336192	0.839820662	0.828683794	0.307041435	0.070074551	-0.280618125	0.642782448	-0.011257999	-0.09718473	0.030922758	0.585877562	0.246813631	-0.370340272	-0.4666175	0.748620464	0.307941467	0.161563201	-0.141905411	-0.017971391	-0.659698649	-0.073974733	-0.554939532	-0.831160901	-0.372783879	0.084584386	0.8257052	0.157351019	0.844112008	-0.023357317	-0.469194756	0.284772349	0.218195746	0.052707786	0.065401621	0.031980274	-0.327912038	-0.419067017	-0.337520558	-0.578664217	0.232642753	-0.545084199	0.418518722	0.609963952	-0.194323089	0.056593496	-0.15441005	0.227684721	-0.834247964	-0.069916854	0.226421138	0.028862205	-0.362524435	0.507843583	0.793841994	0.934905214	0.068875161	0.388063386	0.389383242	0.544319048	0.449704837	0.498922343	0.062267366	-0.029316291
