X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67	X68	X69	X70	X71	X72	X73	X74	X75	X76	X77	X78	X79	X80	X81	X82	X83	X84	X85	X86	X87	X88	X89	X90	X91	X92	X93	X94	X95	X96	X97	X98	X99	X100
HIST1H4C	-0.348094099	0.723785032	-0.157785853	-0.134668334	0.35388953	-0.579020653	-0.738341755	-0.193974783	-0.650079325	1.00722091	-0.260068303	-0.354913198	0.506113103	-0.605481201	-1.032963324	-0.71854799	-0.616598191	0.086991197	-1.521477853	-0.283754137	-0.265039656	0.270538489	-0.591928593	-0.900337414	0.050292979	0.226820013	0.269874242	0.578868349	-0.62879331	-0.528294214	-0.03887712	0.187794098	0.349695834	0.619754607	0.479840874	-0.285586176	0.617106414	0.033592315	0.589244849	0.840650561	0.140081754	0.295198477	0.05965703	0.696316122	0.410692322	0.183843099	0.558416737	0.525935001	0.306507008	-0.400856594	0.043588696	0.823374686	0.394896505	-0.052540854	-0.025618957	-0.203546991	-0.259102378	0.453391839	-0.790554824	-0.675443798	-0.507187813	0.207385164	0.398980023	0.231628304	0.798769537	-0.076942506	-0.416785368	-0.419712576	0.340338024	-0.194780957	-0.098251378	-0.322410942	-0.342229747	-0.558920295	-0.146531625	-0.434016547	-0.002779276	-0.320650787	0.441077395	0.837713761	-0.405370821	0.39567263	0.572212657	0.439459761	-0.937838781	0.147954957	0.19436394	-0.127357973	-0.550992596	0.560923085	0.282556044	1.045305889	-0.202799345	0.229941429	0.616900586	0.864673998	0.230338832	0.485233093	0.285104057	0.256024142
RARRES2	-0.84105694	-0.4606359	-0.084836119	-0.206595793	0.574799523	-0.026788888	-0.021451965	-0.057494677	0.126665374	-0.362726479	0.469770696	0.007004902	-0.085285907	0.232232014	-0.087409007	0.290983549	0.055731336	0.57769832	-0.104335121	-0.018509305	-0.172411111	0.069446504	-0.136458465	-0.187130128	0.195510647	2.115556492	0.009995339	0.017206304	-0.090718552	0.482061761	1.705733713	0.326778357	0.765806651	-0.105362677	-0.418961956	-0.218785881	0.202937949	0.721883477	-0.283586138	-0.282138099	0.288025176	0.377785527	1.673496358	-0.129941578	0.013729055	-0.129534711	0.105773928	-0.294841847	-0.769547502	0.072077766	2.682509195	-0.120564936	0.033461455	-0.083248015	0.110769743	-0.100354557	0.547646565	-0.235564038	-0.296840554	0.056213343	0.430882573	0.085565541	-0.509003972	-0.490363373	-0.195589396	0.171527853	-0.073445648	0.142078326	0.006262533	0.061977373	0.078872663	0.03274776	0.023129214	-0.114706071	-0.292274522	0.379010564	-0.255831172	-0.005972822	0.100750124	0.265004572	-0.186776981	-0.145573148	-0.31435091	-0.190598528	0.408762827	-0.519073344	-0.297198331	-0.069164241	0.015290765	0.435848646	0.022314724	0.004281593	0.268763494	0.033024431	-0.213654114	-0.166854479	-0.169208944	-0.26317741	-0.079493758	0.584623615
CBX5	-0.012321406	0.572584658	0.038382125	-0.097367548	0.099942779	-0.172572079	-0.337080732	0.116140769	-0.266581776	0.39956499	-0.246344345	-0.305971277	0.510527302	-0.097291538	-0.267584332	-0.19481323	-0.188432926	0.072021958	-0.516327897	-0.193437927	-0.061033958	0.252531635	-0.327380826	-0.392023492	0.22423991	-0.065116673	0.069546926	0.318357124	-0.197241091	-0.20392832	-0.001800815	-0.090900333	0.0791505	0.321425338	0.310359987	-0.160708539	0.300177036	0.003529296	0.436797966	0.434353727	-0.054237715	0.238285286	0.027793451	0.412752089	0.073864326	0.090580754	0.295333019	0.287223153	0.028653149	-0.170470176	-0.100565958	0.335511237	-0.047938196	0.112940685	-0.167465393	0.014990181	-0.591275331	0.008331573	-0.423522887	-0.271831161	-0.036590447	-0.082921669	0.291872712	0.114041046	0.334501446	0.047730617	-0.48299522	-0.138054489	-0.094070465	-0.121104197	-0.048977732	-0.043358344	-0.237879846	-0.084559044	-0.110324111	-0.172130965	0.124666643	-0.217393428	0.086216745	0.284296911	-0.323124796	0.091273645	0.096889105	0.06148449	-0.485213101	-0.137397607	0.062027055	-0.021766983	-0.168853986	0.226770162	0.202698272	0.55472981	-0.28847058	0.140925763	0.225710649	0.373013831	0.03675988	0.106931256	0.027649399	-0.302889047
SNORD49A	0.47745073	0.536703422	0.278493526	-0.056406821	-0.043335407	-0.357247482	-0.190096947	-0.150605798	-0.609949008	-0.02253748	-0.173616891	-0.803694929	0.388431725	-0.108927191	-0.465657942	-0.409484484	-0.298947538	-0.298222928	-0.367922828	-0.166452038	0.684793619	-0.209944362	-0.245603067	-0.001189422	0.46461041	0.349304695	0.176932927	-0.20083576	-0.072201523	0.09826744	-0.850906716	0.691867237	-0.235765836	-0.178848172	0.918270946	0.273623377	0.202861841	-0.040418815	0.137979792	0.257649478	0.040475804	0.122815003	0.059335444	0.276689826	-0.686071703	0.702773894	0.255656473	0.064734345	0.389106455	0.073060797	-0.169827497	-0.099300001	0.003461428	0.284458319	-0.120145726	0.172086249	-0.883102876	-0.184645547	0.107793677	0.438173732	-0.11065018	-0.202088375	0.320205976	0.534179161	-0.045184911	0.169846236	-0.512835735	-0.113348387	-0.134226491	0.098884094	-0.09507963	-0.189528102	-0.84688061	-0.059824594	0.115123272	-0.004131467	-0.009738636	0.021442016	-0.474644659	-0.604083717	-0.230886575	0.520734264	0.258339936	0.379794183	-0.475090098	0.265858498	-0.071171069	0.070162685	-0.221911977	-0.071813524	-0.087514678	0.39905339	-0.618701814	0.155085997	0.5215078	0.48406606	0.14573432	-0.317804366	-0.162568343	0.06924214
PDGFRA	-0.146404105	0.550474972	-0.068106926	0.370330464	0.322065553	-0.156558017	0.201600048	0.167136204	0.172195073	0.58212283	-0.174076371	-0.32936712	0.389241458	-0.322770005	-0.274404937	0.131863783	-0.121646421	0.107665006	0.070786633	0.199180309	-0.064851119	0.79193214	-0.134241568	-0.646393795	-0.82582185	0.079662461	0.018703402	0.5074844	0.095022168	0.304437437	0.11255257	0.022102261	-0.349197997	0.026406268	-0.540688552	-0.711917711	-0.496130315	0.170513027	0.298888884	0.280699038	0.543423046	-0.601972066	-0.132646707	0.023934834	-0.709160304	-0.261119151	-0.578191457	0.172464881	-0.187871565	-0.299722824	-0.304338763	0.105344923	0.046571422	0.222802341	0.122973595	0.134485056	-0.00910639	0.253516103	-0.263430222	-0.687505945	-0.225668534	0.192654437	0.473810158	-0.456621196	0.477481214	-0.099022495	0.022205984	-0.041543004	0.498399001	-0.01023892	-0.235099753	0.096284577	-0.037853574	0.387700722	0.150692887	-0.209792363	-0.770943963	-0.291462622	0.479084913	-0.043145137	0.167817839	-0.145337492	0.152287083	0.095604052	-0.729349659	0.105645415	-0.193304492	-0.217769809	-0.135735119	0.128400669	0.49651466	0.180011261	0.145035438	0.226592793	-0.487160291	0.289988037	-0.438834962	0.213188008	0.252912391	0.485635712
SEC61G	0.098024732	0.157766907	-0.290186071	0.172560875	0.022574456	-0.225148592	-0.108407239	0.049622678	-0.037041899	0.269575239	-0.231286225	-0.113820022	0.16183652	-0.351564395	-0.341037327	-0.359743562	-0.22702408	-0.053017784	-0.034634118	-0.003213547	0.04275667	-0.401250713	-0.301756233	0.044507058	0.217679321	-0.020492392	-0.06363474	0.08589665	-0.185555126	-0.120517168	-0.505894492	0.055024306	-0.111506353	0.350412548	0.369174646	0.028143144	0.163745347	0.040693708	0.126914684	0.223024699	-0.166146015	-0.079937459	-0.255260092	0.195006961	0.058823373	0.0593611	0.248828935	-0.024898477	0.48401245	0.218535119	-0.124238958	0.194855063	0.038688078	0.248714513	0.013508184	-0.011760115	-0.432263289	-0.172022592	0.08170103	0.155572973	0.025678802	0.277990222	0.095051542	0.215172547	0.052718886	0.15048173	0.090999388	0.184416983	0.193335074	-0.141439641	0.028849798	-0.33873167	-0.318804538	-0.201418945	0.192073955	-0.1248732	0.07955766	0.01610357	-0.352806511	0.067472093	-0.31682231	0.144408876	0.254729233	0.200175043	0.281866424	0.016968474	0.012718333	0.429688793	-0.251253355	0.043213444	-0.032675398	0.02177303	-0.088417808	0.075782231	0.262010006	0.194395015	0.283819386	0.154334401	0.172699104	-0.100135463
SRPX	0.050804753	0.667688642	0.438626307	0.138597708	0.212777436	-0.050955435	-0.231384876	-0.263332018	-0.221880041	-0.388592614	-0.06740697	-0.469428256	0.225668787	0.053366494	0.224222807	0.581528183	0.704808694	-0.615967336	-0.993093657	-0.727237894	-0.396555826	0.454907494	0.049387499	-0.304191382	0.595618842	0.095098115	0.294746321	0.10959226	-0.059272272	0.561370114	-0.038010276	-0.516197386	-0.722168607	0.183793516	0.024595306	-0.511106955	0.231679232	-0.281197914	0.475398219	0.205395354	0.53720868	-1.09877321	0.378842209	0.225420975	-0.66048354	0.101384552	-0.578285125	0.179829392	0.141915244	-0.28704331	-0.541203012	0.456146894	0.036976978	-0.702056581	-0.129723041	0.235705075	-0.795969891	-0.218296659	-0.236272487	-0.182799625	-0.449597304	0.342741051	0.346090602	-0.007430796	0.413398932	-0.080922685	-0.351261072	0.11659049	0.486312702	0.445116753	-0.211620461	-0.418741199	-0.306946098	0.292306636	-0.197980517	-0.232485311	-0.050354986	0.275124506	0.681604894	-0.167824915	-0.561069602	-0.074951852	-0.069671206	-0.042638297	-1.143136135	0.013477616	0.038947268	-0.22638112	-0.281720411	-0.020468545	0.326135187	0.532871376	0.099949003	-0.029576588	-0.065048694	0.363737713	0.450759484	-0.185286128	-0.304260112	-0.020591294
FMN2	1.041985379	1.247154876	-0.494684392	0.399687846	0.574989155	-0.511852953	-0.328334638	0.161883326	-0.182527274	1.086112883	-0.595265151	-0.201281087	1.250879425	-0.75610065	-0.671489963	-0.397940514	-0.42581666	0.436334686	0.008298077	0.05060322	0.382316938	0.101524516	-0.310498251	0.150590364	-0.961434189	-0.286809377	-0.295836171	0.113544024	-0.369965775	-0.196312737	-0.49509728	0.303448791	-1.086414232	-0.08473828	-0.415995547	-0.156965548	-0.816020613	-0.559853011	0.392906595	0.222274904	-0.150282821	-1.526185625	-0.341462401	-0.051848666	-0.38158	-0.117125448	-0.744321596	0.667477309	0.445263871	0.061605993	-1.193742006	0.329345282	-0.201392484	0.212320716	-0.404754937	0.066567051	-1.290674191	0.105696148	0.162330931	0.10844246	-0.066562657	0.265939662	1.218756977	-0.404062449	0.076098187	-0.178999057	0.356004892	-0.228329102	0.682619191	-0.636836416	0.044016992	0.042511402	-0.997389165	0.392558666	0.545600276	-0.327539923	0.166217111	-0.068299044	-0.421839112	0.10950947	-0.154690204	-0.085221631	0.548821106	0.297237557	-0.375801151	-0.0491092	0.954923528	0.977017091	-0.398424421	-0.52335319	0.141530677	-0.38820751	-0.152606739	0.06935315	0.135077034	-0.11581089	0.395259949	0.121875336	0.606870941	-0.837385231
SLC38A1	0.099323096	-0.984452539	0.616849001	-0.094370169	-0.200363933	0.382533969	0.256920203	-0.177463675	0.237436591	-1.862588502	0.058815912	0.239104467	-0.494982705	0.273656397	0.141960307	0.352088371	0.522083509	-0.168873036	0.409097768	0.139064583	-0.012389728	-0.094824363	0.440906315	0.090126386	0.266275337	0.251820069	0.283090727	-0.74268806	0.443823416	0.220412942	-0.082568619	0.210608642	0.315641794	-0.46698324	0.116745273	0.280585168	-0.285037051	-0.098195758	-0.587436889	-0.364641131	-0.435220156	0.304992602	0.475905267	-0.568642244	0.188144451	0.162956887	0.201198925	-0.471644288	-0.059638382	0.043318516	0.563846588	-0.384301215	0.348609485	0.018407913	0.199225633	0.119743594	0.347794495	0.138580638	0.353067371	0.253836736	0.613300834	-0.128727737	-0.607435255	0.076791696	-0.187308384	0.207378474	0.079715169	-0.695325641	-0.573992156	0.303401694	0.151296388	0.409016806	-0.097587306	0.128195519	0.257159712	0.383816245	0.102540751	0.175506605	-0.0858378	-0.624856225	-0.016157351	0.249288741	0.091119732	-0.319753139	0.406883639	-0.001631607	-0.029600529	-0.980729822	0.526828175	0.145688749	-0.198599801	-0.375112439	0.265119245	0.04308532	0.080066564	0.234880112	-0.230921597	-0.482868315	-0.04683368	-0.080537396
SPATA22	-0.053649468	-0.565721358	-0.310553878	-0.029037799	-0.052780326	-0.586180167	1.284509665	-0.236877078	-0.536437288	-0.107064835	0.274500266	-0.498094094	-1.100895033	-0.08661948	-0.722344729	0.120515223	-0.126927829	0.681770617	-0.802871982	-0.481167923	-0.003842644	0.084912412	-0.266326686	0.433470755	-1.064271469	0.190813254	-0.607630592	-0.528353775	0.689885195	0.569787471	-0.024593379	0.365156397	-0.566993668	-0.237221435	0.647040465	-0.24182018	-0.035766134	-0.234612193	-0.077685857	-0.250554451	0.001752808	0.064977026	-0.198164694	0.554589871	-0.137301554	0.146678492	0.009333234	0.261407768	-0.480825426	0.27873431	0.076409647	0.311780306	0.132127377	0.25923467	-0.078077241	-0.017439802	-0.110408217	-0.130711426	0.284535378	0.606494244	-0.393895684	-0.540702372	-0.326332172	0.093670712	-0.269023491	0.384348503	0.120875476	-0.5041756	-0.77563861	-0.456932501	1.418400244	0.037817361	-0.364329658	-0.362445206	0.325364623	0.154595236	-0.559352306	-0.331824582	0.137346844	-0.015097153	0.208729493	0.260558504	0.065415803	-0.292892279	-0.175420564	0.559426321	-0.065314802	0.655359047	0.070136419	0.480116735	0.219061356	-0.364263879	-0.129783675	1.267137484	-0.188604264	-0.334004082	-0.159157268	-0.380961214	-0.093466643	-0.321084787
NEK7	0.685660894	-0.602660394	0.401544134	0.261828712	-0.173125684	0.398305324	0.393542316	0.099693168	0.380018834	-0.496455291	0.451868584	0.383954521	0.106924369	0.193428631	0.300483066	0.083653483	0.227008273	0.422890495	0.538987802	0.791669345	0.739179464	-0.316159783	0.630362997	0.572012837	-0.408612534	-0.301754892	-0.061155317	-0.770155981	0.229986639	0.724828699	-0.366036476	0.116241739	-0.477501317	-0.410897498	-0.303669683	0.119971507	-0.591994713	-0.297874905	-0.741549288	-0.456933793	-0.282197184	-0.65909247	0.39773471	-0.633407124	-0.492159314	-0.068215041	-0.399138771	-0.184467653	-0.165085868	0.164185898	0.461561085	-0.30533869	0.260374622	0.194167035	-0.298713855	-0.101981864	0.277892399	-0.130499845	0.560257736	0.231573701	0.413305076	-0.256110191	-0.323753752	-0.24694444	-0.393942923	0.29351676	0.54429286	-0.063182633	-0.119330339	-0.348121929	0.422440373	0.538286573	0.246803168	0.557652572	0.611126884	0.457148315	0.056095468	-0.054364579	-0.636643451	-0.848911813	0.710594072	0.083275635	0.0868727	-0.236359276	0.389718794	0.529884067	-0.009316026	0.019514765	0.520046056	-0.270423894	-0.26259271	-0.564999392	-0.303172764	-0.57453591	-0.207381557	-0.27684353	-0.366216559	-0.14463258	-0.158888695	-0.278190748
RFX8	0.379612704	1.35364414	0.077926558	0.143362412	0.691305271	-0.135934366	-0.502351151	0.423748867	-0.103894938	1.482767989	-0.01820244	-0.056189111	0.603520896	-0.393709364	-0.667061491	0.147624265	-0.264020301	0.424906924	-0.808223948	-0.132847605	0.202305853	0.210040616	-0.28727859	-0.530851872	0.165156959	-0.364062847	-0.012932665	1.143492859	-0.483666915	0.369444162	-0.017680468	-0.345647722	-0.321969261	0.775122163	-0.001043532	-0.422849646	0.097686032	0.034559393	0.619273884	0.583942045	0.386282204	0.093203886	-0.076903807	0.732827886	-0.58973439	0.067635319	0.179591284	0.498894422	0.188892179	-0.160289128	-0.492385652	0.863958722	0.392134396	-0.229545757	-0.575367642	0.05844248	-0.337241302	-0.275190425	-0.062283469	-0.394500896	-0.177335127	-0.170816494	0.325069212	-0.356594157	0.129195952	-0.038813001	-0.255117462	0.566257672	0.164475832	-0.38062438	-0.042160698	-0.24866035	-0.228931365	-0.088542871	-0.230660687	-0.377317055	-0.13423541	-0.427742371	-0.092019007	0.770702267	0.124110474	0.090093479	-0.250374847	-0.063002196	-0.458201892	0.38711587	-0.054321504	-0.139386666	-0.430279831	-0.126403859	0.781446608	0.93067759	-0.217258068	-0.211542662	-0.632975349	0.332326153	-0.275501568	0.134003792	-0.198640858	-0.155026259
TGM2	-0.147991232	0.222336802	-1.069386391	0.261598609	0.898781385	0.01582171	-0.034893687	0.620508995	1.214161387	1.877937413	-0.432476571	0.061744753	1.572087159	-1.155377652	-0.274370714	-0.600204484	-1.367883859	0.765683137	0.995816789	0.818979379	0.482998617	0.542684753	0.110485699	0.396982801	-0.685527126	-0.380111947	0.071745155	0.707985123	-0.010436011	0.947672952	-0.536374376	0.85506502	0.386787364	0.603039871	-0.640287287	-0.913253753	-0.484084493	0.5645266	0.414572048	0.161322745	0.899284301	-0.05238311	-0.403798062	0.902830623	-0.48135366	-0.87461293	0.902446916	0.196435041	0.30044159	-0.547451508	-0.739881604	-0.165930688	-0.069979657	0.169556689	-0.491441066	0.248974482	-0.642569893	-0.051999739	0.500553314	0.200868525	-1.724115892	-0.744813634	0.545402604	-0.189331012	0.740255409	0.049697844	0.629681107	0.063591148	0.049976334	-0.78764177	-0.187885912	-0.338671891	-0.007127024	0.919943189	-0.590248811	-0.405858756	-0.833726681	-0.233462066	0.337214188	-0.509201157	0.671454375	0.459726401	0.321476245	-0.236600781	0.105429831	0.672462185	-0.918404755	0.618756331	-1.913684401	-0.193664862	0.102403078	0.368604801	-0.171044842	-0.13832018	-1.821020777	-0.209632964	-0.488901427	0.896625561	-0.195771782	0.630321765
UGCG	0.57227469	0.62287849	-0.183377081	-0.13648469	0.209039147	-0.453282002	-0.689685694	-0.017075901	-0.367380237	0.043826023	-0.915866822	-0.362022238	0.429983066	-0.570035954	-0.488358845	-0.427930221	-0.216436476	0.009483737	0.5569876	-0.70300245	-0.339459257	0.757678352	-0.843982131	-0.284137132	0.010707084	0.103109558	0.58061955	-0.104382167	-0.343944938	-0.184620457	-0.777967847	0.151988445	-0.281484329	0.074283817	0.056585251	0.271823479	0.300866094	-0.12951683	0.501805595	0.354633772	0.258286169	-0.284355596	-0.320481014	0.171240967	-0.410601153	0.061795918	-0.418625714	0.217641005	0.330832184	-0.027414354	-0.921370757	0.065171964	0.079757456	0.118117368	0.370705532	0.405165669	-0.34572949	-0.109269893	0.218373517	0.04946422	0.039193705	0.258038868	0.211833473	0.346884271	0.529903065	0.366241276	-0.22334323	0.018290134	-0.05745697	0.502721369	0.124306375	0.409466172	-0.39361754	-0.156032568	0.192410768	-0.660623797	-0.498053577	-0.171746644	0.306697964	-0.275406148	-0.247936621	0.324033972	0.596826447	0.176844398	-0.46353224	-0.228278734	0.12895258	0.0695875	-0.284625413	0.440097861	0.895230866	-0.067237101	0.497507722	0.310881512	0.039878443	0.094719511	0.561959754	0.237177507	0.131168308	0.115681671
CCNA2	-0.523081043	1.808540399	-1.030000023	-0.117012975	0.490944066	-0.541968969	-0.836554638	0.280445139	-1.064049994	1.73189182	-0.6829863	-0.663279561	1.26277454	-0.698746857	-1.928446899	-0.57029064	-1.09345501	0.670920987	-1.984773556	-0.333723453	-0.031706272	1.128287183	-1.068742354	-0.66162483	0.765481836	-0.696252012	0.114919831	0.840339026	-1.063149383	-0.619136615	-0.038578417	-0.040474788	-0.246819468	1.146209499	0.559950644	-0.573874476	0.815743762	0.031965101	1.109964278	1.107921958	0.352952395	-0.09735237	-0.465577004	0.767468033	-0.033412577	0.207021654	0.2423259	0.996822098	0.832867979	-0.477532038	-0.680047561	1.143825359	0.247011139	0.232891667	-0.139440888	-0.063840485	-0.939520886	-0.175382633	-0.826580947	-0.883956231	-0.611855832	0.355240078	1.224194743	0.589517672	0.754212114	0.058770666	-0.665765018	0.190462846	0.729118158	0.019621269	0.14689921	-0.246365274	-0.436435329	-0.683769144	-0.154231701	-0.565768642	0.432538615	-0.422114147	0.397594004	0.793713728	-0.474111184	0.126033322	0.112360495	0.395749873	-1.040478606	-0.270525744	0.512013788	0.531637919	-0.548614533	0.648464861	1.029523722	1.672299176	0.004631772	0.271928538	0.730834785	0.933350925	0.660214428	0.728163258	0.271861456	-0.293967872
CNKSR3	-0.159302742	0.752839483	0.225320718	-0.307509498	0.005739265	0.043736426	-0.159111754	0.054356144	-0.554579839	0.124067616	0.283390058	-0.449144472	0.151059482	0.564040067	0.489421442	0.631684247	1.233062143	-0.380111052	-0.497674629	-0.169729078	-0.256293601	0.806853249	0.133387427	-0.322529862	0.136821615	-0.04568556	0.025426063	-0.103116592	0.153573043	-0.056462209	0.109841035	-0.351544243	-0.346372408	0.112828407	-0.179412368	-0.204893097	0.012569247	-0.409021591	0.362410118	0.062250346	0.386224448	0.322243769	0.397665022	0.395349975	-0.592216512	-0.237162498	-0.210744035	0.34732088	-0.336646096	-0.304468804	-0.050827232	0.425536125	0.005517344	-0.376177057	-0.441971178	0.349538732	-0.386491335	0.157119384	-0.466456508	-0.377876941	0.441802634	-0.092861288	0.377185316	-0.250315507	0.513916056	-0.139907687	-0.563050244	-0.064408271	-0.351768764	0.700229142	0.016134233	0.056216525	0.17766516	-0.31624392	-0.25805482	-0.009885584	0.089080115	0.103305576	0.668879423	-0.056140929	-0.210723658	-0.067476234	-0.318294139	-0.022361321	-0.675150034	-0.162658742	-0.321240327	-0.632788225	0.087691989	-0.175392322	-0.102726717	0.133717886	-0.02035862	0.086569942	-0.05412181	0.080002886	-0.089199671	-0.282536499	-0.201289148	-0.33561075
HSPC157	-0.511390469	0.192999099	0.865819454	0.106377979	0.037906659	0.073827309	-0.782778117	0.768584919	-0.826274863	0.428092294	0.68565215	-0.384111737	-0.64318061	-0.226508948	0.521012981	0.563103713	-0.162690268	-0.508122699	0.001709371	0.090661239	0.482788425	0.188012853	0.71806971	0.465238826	0.23811333	0.485040872	-0.171616271	-0.359042929	0.534250821	0.19820492	-0.133168092	0.769175435	-0.65932927	-0.092560374	0.597368792	0.095026629	0.055907109	0.318112271	-0.409417131	0.122567923	0.087762217	0.762091476	-0.039036089	0.066516801	-0.633718153	-0.324902253	0.29219617	0.727264519	-0.180453505	0.305760042	0.126703021	-0.276886715	0.096109885	-0.292845432	-0.307550171	-0.085717605	0.10563443	0.120148652	0.275355561	-0.827340761	-0.101335951	-0.543257181	-0.254513162	0.133021715	0.443303525	0.373743523	-0.06996716	0.029371261	-0.15745191	0.68138302	0.625903467	-0.290249641	0.346296583	-0.059458113	-0.225730164	-0.125755179	-0.078961991	-0.216189842	-0.470547233	-0.209342742	0.002827306	0.147893714	0.359971403	-0.161793811	-0.652403739	0.131862267	0.019807129	-0.373524934	0.107443311	-0.275936142	0.322944142	-0.204365881	-0.13443679	0.122826978	-0.395912738	0.120617987	-0.008753688	-0.067647202	-0.69468476	0.297919856
C8orf84	-0.699228509	-3.140025221	0.249043011	-1.011118833	-2.431758308	0.576906882	2.411591559	-0.230733619	1.286549611	-2.881964128	0.157574241	-0.684849994	-2.436792014	2.178162963	2.069114785	1.701157682	2.063890727	-1.235829927	-0.241370451	0.570389042	0.323997246	-1.064805963	0.987104515	0.437447033	-0.022924593	0.489802059	0.743557395	-1.818569709	1.243370269	-0.061264002	-0.436988262	-0.986825984	0.140888399	-1.269843096	1.636712756	0.666957562	-1.696142261	-0.773359417	-1.745800947	-1.946076174	-0.802173873	0.404363162	0.59780211	-1.541685743	-0.990159395	0.241184842	0.026468462	-0.770187469	0.741725573	-0.828147608	1.349670648	-2.227574353	-0.454598728	-0.801770319	-0.38945237	1.018633102	-0.684957948	0.059022747	-0.726583916	1.602933557	1.691879403	-0.780321214	-0.146071504	-0.771665799	-2.011819759	1.035540464	-0.849519134	-0.805089024	-1.288292192	-0.783659719	1.358018671	3.128412478	-0.063940048	0.483075549	1.947541145	1.855443956	-0.248678254	-0.550950604	0.889966182	-1.056572331	-0.32801429	-0.759509696	0.914378086	-1.186929443	-0.835762657	0.438425162	-0.24110758	-1.324898901	1.816248509	-0.433576784	-1.340684625	-1.644156367	-0.052444662	1.043844451	1.36209336	-1.419855862	-1.19654738	-0.319206236	1.704372519	1.725686136
TBC1D12	-0.251792015	-0.368879356	1.074893569	-0.071831389	-0.438584618	0.579235769	0.385459329	-0.019020903	0.050359073	-0.592023421	0.690918705	0.158340865	-0.321919066	0.589309025	0.433840786	0.253557954	0.724083806	-0.36993048	-0.055721407	0.050051791	0.111938415	0.158141322	0.779594737	0.087907326	-0.366920202	-0.104384261	-0.108327101	-0.589645272	0.223383166	0.456816881	-0.487223654	0.065622553	-0.266932708	-0.541075692	-0.337219772	-0.02814747	-0.427452733	-0.263959406	-0.502706086	-0.264253102	-0.353091911	-0.13636111	0.36940147	-0.653327748	-0.520085947	-0.041926972	-0.174999756	-0.300807136	-0.29302344	-0.152487605	0.483648901	-0.623368533	0.252536931	-0.081691029	-0.1056086	-0.04791142	0.263640858	-0.306132793	0.036157306	-0.145434256	0.658320293	-0.344682668	-0.115821585	-0.2847494	-0.205789735	0.097302091	-0.313293198	-0.411485546	-0.574275637	0.28005769	0.24819169	0.462521559	0.253991255	-0.097670046	0.272120276	0.400221263	0.414651192	0.181697846	0.022482253	-0.815196912	0.681477262	-0.124614484	-0.239371495	-0.322093207	-0.271706755	0.014975	-0.284440723	-0.608375801	0.99956258	-0.219308569	-0.311412163	-0.331357867	-0.277413613	-0.455739235	0.063700627	-0.468265585	-0.453244177	-0.490516448	-0.131267254	-0.042964907
CA12	0.033542037	0.870988066	-0.526632901	0.076600996	1.048268128	-0.513208902	-0.634236464	-0.567924439	0.021577311	1.102460017	-1.172531358	-0.241936727	1.118612064	-1.010273588	-0.922935511	-1.013841821	-1.11882112	0.604162595	-0.453158626	-0.486994415	-0.290320943	-0.097542227	-0.419189517	0.431326201	0.557888484	-0.188509196	0.26467207	0.840888714	-0.388824552	-0.007531209	-0.433042213	-0.070133436	0.408642084	1.031776343	0.324216462	-0.110165997	0.609198104	0.231101589	0.616866571	0.251410368	0.390311122	-0.490396678	-0.28223019	0.868438686	0.652310763	0.248364068	0.388077119	0.886470621	-0.145023389	0.147661256	-0.440054156	0.876876846	-0.447625307	0.086632065	0.086469627	-0.282039227	-1.180509317	0.396512615	0.63699496	0.407469365	-0.75848632	-0.043741545	-0.207497105	0.034334546	-0.062771941	-0.046176893	0.233193928	0.877345675	0.468099645	-0.759104749	-0.055063269	0.221339343	-0.702169599	0.131882427	-0.310557102	-0.536851075	-0.9273837	-0.561096933	-0.41775485	0.704338391	-0.594319042	-0.049206056	1.169366745	0.666942983	0.128488638	0.203900413	0.289605136	0.956873054	-1.027872613	0.32206825	-0.136312084	0.360638644	-0.032483523	0.332489126	-0.114475193	0.965727219	1.066499675	0.450180982	0.253691081	-0.114365037
